prefix,path,bytes,revision,oid,lfs_sha256,url,download_url
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/06eddf06d23dabf2.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/06eddf06d23dabf2.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/06eddf06d23dabf2.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/072404074d576a8d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,91a3195e7beed9fe85eaec7521d3459fa0b66748,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/072404074d576a8d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/072404074d576a8d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/07626531d498c33d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,91a3195e7beed9fe85eaec7521d3459fa0b66748,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/07626531d498c33d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/07626531d498c33d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/07be273848c5b2b3.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,55e4015bd5fe754bad0adb87f8a5064a80745bbc,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/07be273848c5b2b3.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/07be273848c5b2b3.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/07c4a277f25e795d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/07c4a277f25e795d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/07c4a277f25e795d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/08ac799857596701.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/08ac799857596701.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/08ac799857596701.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0907332532790e1d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,551490f23b969c5c7980d5e5b28f5305887b39ee,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0907332532790e1d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0907332532790e1d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0a02085a9d3bb42d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,8b47781f3e204a598867d4331c17496998a5868a,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0a02085a9d3bb42d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0a02085a9d3bb42d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0a4030e956d755be.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0a4030e956d755be.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0a4030e956d755be.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0a4d54dda10a19a6.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,55e4015bd5fe754bad0adb87f8a5064a80745bbc,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0a4d54dda10a19a6.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0a4d54dda10a19a6.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0c2b3d58a1218f7d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0c2b3d58a1218f7d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0c2b3d58a1218f7d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0d830fa61eaa0246.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,2fbfcab5331849288557f0a6d4264019545b0b77,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0d830fa61eaa0246.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0d830fa61eaa0246.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0da172c58e3f4565.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0da172c58e3f4565.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0da172c58e3f4565.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0f2150dfd4e55b5f.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0f2150dfd4e55b5f.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0f2150dfd4e55b5f.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0f7cb8f9b438e816.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,55e4015bd5fe754bad0adb87f8a5064a80745bbc,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0f7cb8f9b438e816.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0f7cb8f9b438e816.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/0fc3fe4c4eaf9785.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,91a3195e7beed9fe85eaec7521d3459fa0b66748,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0fc3fe4c4eaf9785.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/0fc3fe4c4eaf9785.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/113071dc3baf4c4e.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,27e8c0a33432c6bb37a43f94314657c722033d54,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/113071dc3baf4c4e.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/113071dc3baf4c4e.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/1152e85b71b1b7d6.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,8b47781f3e204a598867d4331c17496998a5868a,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/1152e85b71b1b7d6.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/1152e85b71b1b7d6.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/118dd23527230ab0.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,551490f23b969c5c7980d5e5b28f5305887b39ee,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/118dd23527230ab0.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/118dd23527230ab0.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/11ade851482dec93.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,8b47781f3e204a598867d4331c17496998a5868a,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/11ade851482dec93.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/11ade851482dec93.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/11c041cf2111c11d.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/11c041cf2111c11d.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/11c041cf2111c11d.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/11f95bb6af012c86.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,551490f23b969c5c7980d5e5b28f5305887b39ee,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/11f95bb6af012c86.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/11f95bb6af012c86.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/122e59ff28ff7299.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,2fbfcab5331849288557f0a6d4264019545b0b77,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/122e59ff28ff7299.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/122e59ff28ff7299.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/12f0d7e9f013995a.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,27e8c0a33432c6bb37a43f94314657c722033d54,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/12f0d7e9f013995a.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/12f0d7e9f013995a.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/13bd5da68d4fd8b4.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/13bd5da68d4fd8b4.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/13bd5da68d4fd8b4.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/144541acaafbe4d8.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,2fbfcab5331849288557f0a6d4264019545b0b77,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/144541acaafbe4d8.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/144541acaafbe4d8.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/14c01f850bb87c98.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/14c01f850bb87c98.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/14c01f850bb87c98.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/15dc8dc3fc310b6f.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/15dc8dc3fc310b6f.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/15dc8dc3fc310b6f.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/162fd61eb9d14fc5.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/162fd61eb9d14fc5.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/162fd61eb9d14fc5.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/167d2298a2d46942.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,691478468cec3eccf2fa58b4cc3be87faac0ee5e,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/167d2298a2d46942.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/167d2298a2d46942.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/1697ada86aab16fe.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,551490f23b969c5c7980d5e5b28f5305887b39ee,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/1697ada86aab16fe.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/1697ada86aab16fe.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/16a5c8b113c4b341.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,c2ad50567ce32e6cee0d5c6b3e4cc195da7957c0,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/16a5c8b113c4b341.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/16a5c8b113c4b341.json
issue2569_theory,issue2569_theory/analysis_tensors/der/judge_cache/16de21a927b55055.json,90,a5cf03bbe4807361a74c427a46ad329065f75e30,27e8c0a33432c6bb37a43f94314657c722033d54,,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/blob/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/16de21a927b55055.json,https://huggingface.co/datasets/superkaiba1/explore-persona-space-data/resolve/a5cf03bbe4807361a74c427a46ad329065f75e30/issue2569_theory/analysis_tensors/der/judge_cache/16de21a927b55055.json
